DATETIME;GR;IT;BG;HU;TR;SR
2021-01-16T06:00:00Z;47.44;47.44;52.14;48.25;34.6;53.03
2021-01-16T07:00:00Z;54.96;54.96;57.27;51.96;34.87;57.84
2021-01-16T08:00:00Z;56.94;56.94;59.3;57.5;35.34;61.69
2021-01-16T09:00:00Z;53.08;53.08;61.35;61.95;35.52;67.66
2021-01-16T10:00:00Z;53.08;36.33;63.87;62.4;35.89;67.63
2021-01-16T11:00:00Z;53.08;35.14;65.41;61.57;35.56;65.87
2021-01-16T12:00:00Z;49.08;34.41;59.31;57.91;35.7;63.85
2021-01-16T13:00:00Z;46.48;34.4;59.06;55.12;35.63;59.07
2021-01-16T14:00:00Z;46.56;35;59.28;53.8;35.52;56.76
2021-01-16T15:00:00Z;47.48;47.48;59.29;54.75;35.34;57.4
2021-01-16T16:00:00Z;57.7;57.7;65.4;58.31;35.49;61.03
2021-01-16T17:00:00Z;65.01;65.01;65.43;65.36;35.7;69.28
2021-01-16T18:00:00Z;66.4;66.4;65.43;66.67;35.47;69.27
2021-01-16T19:00:00Z;63.8;63.8;65.4;61.01;35.09;67.97
2021-01-16T20:00:00Z;53.08;60.35;54.19;54.61;34.52;60.27
2021-01-16T21:00:00Z;44.02;54.09;52.12;49;30.62;54.93
2021-01-16T22:00:00Z;41;53.2;51.62;49;30.3;52.18
2021-01-16T23:00:00Z;41.01;52.67;43.95;45.9;34.47;48.94
2021-01-17T00:00:00Z;41.01;62.25;26.87;48.19;33.47;49.11
2021-01-17T01:00:00Z;41;51.1;26.87;46.66;30.01;46.37
2021-01-17T02:00:00Z;25.12;50.25;26.87;45.77;28.44;45.24
2021-01-17T03:00:00Z;22.22;48.15;26.88;44.34;29.34;44.61
2021-01-17T04:00:00Z;22.25;48.15;34.08;44;28.44;45.53
2021-01-17T05:00:00Z;33.72;48.14;37;43.92;28.44;45.52
2021-01-17T06:00:00Z;31.28;56.1;31.36;43.6;26.44;43.08
2021-01-17T07:00:00Z;43.38;51.21;49.29;46.21;20.86;48.64
2021-01-17T08:00:00Z;52.3;52.3;48.48;48.12;25.81;51.73
2021-01-17T09:00:00Z;57.88;57.88;51.03;53.33;30.22;58.71
2021-01-17T10:00:00Z;60.81;61.17;51.55;55.51;30.22;59.64
2021-01-17T11:00:00Z;60.11;62.4;52.07;57.08;32.35;60.42
2021-01-17T12:00:00Z;59.8;63.45;53;56.3;33.95;60.36
2021-01-17T13:00:00Z;57;57;51.06;54.02;34.81;57.92
2021-01-17T14:00:00Z;57.76;57.76;51.05;52.92;34.91;56.25
2021-01-17T15:00:00Z;58.57;58.57;54.62;53.75;35.01;57.32
2021-01-17T16:00:00Z;62.25;62.25;60.25;62.06;35.46;63.08
2021-01-17T17:00:00Z;70;67.05;60.28;69.56;36.03;68.51
2021-01-17T18:00:00Z;93.25;72;60.28;70.54;35.94;70.11
2021-01-17T19:00:00Z;95.27;75;60.27;67.98;35.87;66.77
2021-01-17T20:00:00Z;70;67.63;60.26;62.78;35.7;65.05
2021-01-17T21:00:00Z;62.99;62.25;60.25;56.29;35.41;59.65
2021-01-17T22:00:00Z;60.48;60.48;58.22;54.34;35.14;55.65
2021-01-17T23:00:00Z;56.97;56;44.95;50.97;33.09;51.26
2021-01-18T00:00:00Z;53.37;53.37;53.22;49.65;34.65;51.97
2021-01-18T01:00:00Z;47.62;49.16;50.86;47.6;26.78;50.16
2021-01-18T02:00:00Z;46.38;48.93;50.84;46.91;26.77;48.05
2021-01-18T03:00:00Z;30.43;47.01;50.85;46.05;26.77;45.14
2021-01-18T04:00:00Z;27.21;46.96;50.86;47.2;26.77;48.34
2021-01-18T05:00:00Z;45.1;51;50.86;50.03;33.47;49.84
2021-01-18T06:00:00Z;65.4;67.64;69.29;60.94;35.03;60.66
2021-01-18T07:00:00Z;80.22;80.22;77.11;73.8;36.06;75.01
2021-01-18T08:00:00Z;85.79;85.79;76.05;77.05;36.73;80.58
2021-01-18T09:00:00Z;80.95;80.95;73.65;77.02;36.64;81.09
2021-01-18T10:00:00Z;69.03;67.07;72.11;72.21;36.47;78.76
2021-01-18T11:00:00Z;63.7;55.51;72.1;71.51;36.04;76.08
2021-01-18T12:00:00Z;62.33;62.33;72.11;69.56;36.23;72.77
2021-01-18T13:00:00Z;63.22;63.22;71.97;70.2;36.53;72.98
2021-01-18T14:00:00Z;62.33;62.33;73.63;69.56;36.62;73.98
2021-01-18T15:00:00Z;79.33;72.48;73.63;72.69;36.89;77.92
2021-01-18T16:00:00Z;86.3;80.95;73.67;87;37.1;85.06
2021-01-18T17:00:00Z;97.16;89.48;106.38;94.07;36.91;99.7
2021-01-18T18:00:00Z;93.96;88.63;92;84.7;36.36;95.6
2021-01-18T19:00:00Z;89.4;87;76.95;82.8;36;87.8
2021-01-18T20:00:00Z;79.4;79.4;73.64;77;35.68;75.51
2021-01-18T21:00:00Z;68.5;68.5;71.62;67.98;35.38;65.59
2021-01-18T22:00:00Z;65.58;65.58;64.94;63.03;35.06;63.63
2021-01-18T23:00:00Z;64;64;50.83;51;35.18;61.14
2021-01-19T00:00:00Z;54.04;55;50.85;49;35.11;50.44
2021-01-19T01:00:00Z;52.3;52.3;50.83;47.2;34.8;47.1
2021-01-19T02:00:00Z;49.6;49.6;50.83;44.94;30.48;45.09
2021-01-19T03:00:00Z;47.9;47.9;47.78;44.06;30.35;45.04
2021-01-19T04:00:00Z;49.6;49.6;50.83;46.81;30.48;46.85
2021-01-19T05:00:00Z;57.6;57.6;50.84;53.35;33.09;58.01
2021-01-19T06:00:00Z;67.82;67.49;69.01;68.35;35.05;67.75
2021-01-19T07:00:00Z;85;80;115.09;123.31;35.9;78.21
2021-01-19T08:00:00Z;93.61;93.61;80.59;97.11;36.49;84.59
2021-01-19T09:00:00Z;87.56;87;72.14;92.25;36.7;84.12
2021-01-19T10:00:00Z;82.4;82.4;72.14;81.62;36.7;75.04
2021-01-19T11:00:00Z;80.95;80.95;70.05;74.65;36.31;72.74
2021-01-19T12:00:00Z;71.38;70.65;70.02;72.41;36.51;70.76
2021-01-19T13:00:00Z;69.97;69.97;70.01;71.92;36.89;70.02
2021-01-19T14:00:00Z;73.48;73.48;71.09;71.61;36.99;70.08
2021-01-19T15:00:00Z;77.67;77.61;70.03;75.45;37.27;73.42
2021-01-19T16:00:00Z;84.53;80.95;71.55;78.57;37.6;77.51
2021-01-19T17:00:00Z;95.9;85;95.63;89.66;37.63;84.8
2021-01-19T18:00:00Z;91.81;82;92.33;85.62;36.81;80.61
2021-01-19T19:00:00Z;88.32;76.63;71.62;77.87;36.61;77.86
2021-01-19T20:00:00Z;74.96;67;69.01;72.82;36.16;66.05
2021-01-19T21:00:00Z;65.09;65.09;68.99;66.4;35.7;62.15
2021-01-19T22:00:00Z;59.79;59.79;65.4;60.99;35.24;64.69
2021-01-19T23:00:00Z;60.24;57.99;50.87;49.65;35.52;51.72
2021-01-20T00:00:00Z;50.87;50.87;56.67;47;35.31;46.08
2021-01-20T01:00:00Z;49;48.1;51;47;34.99;43.34
2021-01-20T02:00:00Z;46;46;50.85;44;34.84;40.44
2021-01-20T03:00:00Z;46;46;48.98;42.16;34.73;39.81
2021-01-20T04:00:00Z;47.64;47.1;50.87;47;34.77;42.52
2021-01-20T05:00:00Z;56.41;51.9;50.87;52.13;35.07;50.34
2021-01-20T06:00:00Z;69.97;61.15;63.76;65.45;35.06;65.18
2021-01-20T07:00:00Z;75.73;75.01;72.1;74.14;35.94;68
2021-01-20T08:00:00Z;84.05;81;98.01;83.59;36.88;73.04
2021-01-20T09:00:00Z;73.13;73.13;89.64;76.27;36.92;74.41
2021-01-20T10:00:00Z;64;64;74.7;71.22;37.05;67.69
2021-01-20T11:00:00Z;69.97;60.14;67.16;68.12;36.6;68.48
2021-01-20T12:00:00Z;62.44;62.44;64.98;65.65;36.73;65.17
2021-01-20T13:00:00Z;60.14;60.14;63.81;65.27;36.92;64.78
2021-01-20T14:00:00Z;69.97;64.85;63.81;64.88;37.05;63.81
2021-01-20T15:00:00Z;67.62;67.62;67.49;64.49;37.44;63.02
2021-01-20T16:00:00Z;72.31;72.31;72;69.55;38.51;67.01
2021-01-20T17:00:00Z;75.57;75.57;82.68;77.29;38.42;72.71
2021-01-20T18:00:00Z;76.09;76.09;79.48;75.48;37.11;71.4
2021-01-20T19:00:00Z;71;71;68.79;67.97;36.38;64.27
2021-01-20T20:00:00Z;64.54;64.54;63.81;64.07;35.88;59.94
2021-01-20T21:00:00Z;61.15;61.15;61.75;60.77;35.38;60.58
2021-01-20T22:00:00Z;59;59;59.16;57.04;34.78;56.01
2021-01-20T23:00:00Z;50.1;50.1;51.51;47.12;35.36;48.54
2021-01-21T00:00:00Z;48.4;48.4;43.61;47.01;35.13;46.7
2021-01-21T01:00:00Z;45.07;45.07;35.41;43;34.82;42.21
2021-01-21T02:00:00Z;41.6;41.6;31.52;39.23;34.56;38.97
2021-01-21T03:00:00Z;41.02;41.02;32.1;40.21;34.54;37.21
2021-01-21T04:00:00Z;45.1;45.1;45.77;42.92;34.63;40.07
2021-01-21T05:00:00Z;52.95;52.95;50.84;48.18;34.92;46.01
2021-01-21T06:00:00Z;62.64;62.25;56.61;58.84;35.27;53.39
2021-01-21T07:00:00Z;68.9;68.9;58.18;67.95;36.07;61.45
2021-01-21T08:00:00Z;78.62;79.9;58.17;72.4;36.82;66.43
2021-01-21T09:00:00Z;72.63;72.63;58.17;71.6;36.77;65
2021-01-21T10:00:00Z;64.01;64.27;60.34;64.01;37.05;58.91
2021-01-21T11:00:00Z;63.73;63.73;57.61;63.6;36.6;58.02
2021-01-21T12:00:00Z;56.95;56.95;57.15;61.41;36.76;57.09
2021-01-21T13:00:00Z;60.8;60.8;57.16;59.4;36.97;55.59
2021-01-21T14:00:00Z;63.89;64.27;57.12;60.81;37.06;55.03
2021-01-21T15:00:00Z;60.91;65.24;57.13;60.93;37.49;54.35
2021-01-21T16:00:00Z;67.03;67.03;57.12;62.47;37.91;57.41
2021-01-21T17:00:00Z;71.69;71.69;57.14;68.7;37.68;62.42
2021-01-21T18:00:00Z;71.69;71.69;57.14;67.5;37.16;62.45
2021-01-21T19:00:00Z;67.25;67.25;57.12;64;36.3;58.08
2021-01-21T20:00:00Z;64.76;64.76;55.09;62.35;35.92;57.02
2021-01-21T21:00:00Z;61.27;61.27;52.51;55.44;35.46;54.1
2021-01-21T22:00:00Z;55.19;55.19;49.97;53.11;35.06;53.28
2021-01-21T23:00:00Z;46.29;46.29;43.56;44;35.46;46.01
2021-01-22T00:00:00Z;42.9;42.9;43.61;43.06;35.29;44.04
2021-01-22T01:00:00Z;38.09;38.09;47.94;37.39;34.91;38.71
2021-01-22T02:00:00Z;31.93;31.93;43.96;32.77;34.65;37.58
2021-01-22T03:00:00Z;30.89;30.89;42.97;30.33;34.59;36.65
2021-01-22T04:00:00Z;36.63;36.63;40.42;35.68;34.64;41.03
2021-01-22T05:00:00Z;40;40;50.82;44.15;34.84;46.36
2021-01-22T06:00:00Z;60;60;57.78;56.5;34.94;53.04
2021-01-22T07:00:00Z;69.91;69.91;69.58;63.96;35.58;59.93
2021-01-22T08:00:00Z;80;80;70.47;65.45;36.12;66.53
2021-01-22T09:00:00Z;69.97;69.97;61.39;65.45;35.99;67.55
2021-01-22T10:00:00Z;53.47;53.47;59.87;61;36.15;59.86
2021-01-22T11:00:00Z;61.03;61.03;58.2;61.69;35.46;58.92
2021-01-22T12:00:00Z;57.1;60.93;57.81;59.81;35.25;56.83
2021-01-22T13:00:00Z;53.65;60;57.79;58.46;35.72;58.05
2021-01-22T14:00:00Z;57.1;60;57.78;58;35.81;55.78
2021-01-22T15:00:00Z;66.48;66.48;58.85;58.85;36.02;56.05
2021-01-22T16:00:00Z;69.26;69.26;57.8;61;36.34;56.08
2021-01-22T17:00:00Z;73;73;57.82;64.7;36.36;59.07
2021-01-22T18:00:00Z;70.49;70.49;57.82;63.25;35.89;58.98
2021-01-22T19:00:00Z;66.89;66.89;57.8;61;35.46;57.81
2021-01-22T20:00:00Z;62.99;62.99;57.79;57.57;35.26;54.02
2021-01-22T21:00:00Z;57.1;59.86;53.73;52.25;34.9;52.28
2021-01-22T22:00:00Z;49.65;51.79;52.2;48.94;34.47;50.03
2021-01-22T23:00:00Z;46.64;46.64;43.6;42.88;35.11;42.29
2021-01-23T00:00:00Z;51.19;51.19;49.46;47.57;35;46.11
2021-01-23T01:00:00Z;46.97;46.97;43.61;44.27;34.66;43.85
2021-01-23T02:00:00Z;44.38;44.38;43.59;43.01;28.61;32.09
2021-01-23T03:00:00Z;42.31;42.31;43.58;41.85;27.9;30.07
2021-01-23T04:00:00Z;38.91;38.91;43.57;42.53;27.9;31.45
2021-01-23T05:00:00Z;41.97;41.97;43.58;44;26.58;40.01
2021-01-23T06:00:00Z;46.75;47.87;43.6;45.96;26.58;45.45
2021-01-23T07:00:00Z;54.04;59.09;51.12;49.76;29.02;50.04
2021-01-23T08:00:00Z;48.46;59.99;52.66;53.35;29.35;53.32
2021-01-23T09:00:00Z;57;57;53.69;56.74;34.76;51.38
2021-01-23T10:00:00Z;55.12;55.12;53.69;58;34.93;53.74
2021-01-23T11:00:00Z;56.63;58.95;53.69;58.77;31.37;50.31
2021-01-23T12:00:00Z;56.63;56.63;53.18;57.05;33.1;50.52
2021-01-23T13:00:00Z;52;52;52.2;54.69;34.61;52.25
2021-01-23T14:00:00Z;51;51;51.14;52.47;34.78;51.01
2021-01-23T15:00:00Z;53.65;53.65;53.13;53;35.16;52.53
2021-01-23T16:00:00Z;50.08;58.3;56.21;58.49;35.68;53.06
2021-01-23T17:00:00Z;56.63;63.09;56.23;65.46;36.05;60.09
2021-01-23T18:00:00Z;53.33;66.13;56.23;65.59;35.71;60.78
2021-01-23T19:00:00Z;46.75;63.29;56.21;61.5;35.26;57.96
2021-01-23T20:00:00Z;42.89;58.16;53.69;57.07;34.95;53.12
2021-01-23T21:00:00Z;26.95;52.8;48.59;52.25;34.6;50.7
2021-01-23T22:00:00Z;24.24;51.2;43.6;50.02;29.97;49.07
2021-01-23T23:00:00Z;35.81;47.18;30.35;46.09;34.32;45.61
2021-01-24T00:00:00Z;29.13;44.8;43.58;38.06;34.43;35.1
2021-01-24T01:00:00Z;25;40.67;29.4;27.37;32.2;30.06
2021-01-24T02:00:00Z;27.38;41.24;25.15;34.67;32.2;25.34
2021-01-24T03:00:00Z;26.25;40.24;19.3;34;34.45;25.07
2021-01-24T04:00:00Z;38.91;39.78;26.26;33.94;33.32;28.03
2021-01-24T05:00:00Z;31.52;39.9;25.56;36.07;33.32;30.38
2021-01-24T06:00:00Z;40.56;40.56;15.37;36.98;34.6;35.63
2021-01-24T07:00:00Z;41.97;41.97;14.27;40.31;19.99;40.84
2021-01-24T08:00:00Z;46.87;46.87;19;42.31;18.88;42.06
2021-01-24T09:00:00Z;48.24;51.45;29.4;46.16;25.99;44.49
2021-01-24T10:00:00Z;48.09;53.09;45.92;49.8;32.2;46.02
2021-01-24T11:00:00Z;48.09;54.34;45.94;52;25.99;49.01
2021-01-24T12:00:00Z;49;51.86;45.96;50.27;32.2;48.46
2021-01-24T13:00:00Z;46.2;46.2;42.91;46.25;25.99;44.42
2021-01-24T14:00:00Z;44.34;44.34;40.08;45.56;25.99;44.05
2021-01-24T15:00:00Z;45.93;45.93;44.41;47.17;25.99;43.46
2021-01-24T16:00:00Z;46.75;52;52.59;52.4;34.83;48.53
2021-01-24T17:00:00Z;56.67;59.65;53.61;58.75;35.41;54.33
2021-01-24T18:00:00Z;53.33;65;53.6;61.86;35.28;55.08
2021-01-24T19:00:00Z;53.33;64.13;53.59;60.49;35.05;54.88
2021-01-24T20:00:00Z;53.33;59.3;52.95;55.75;34.72;49.05
2021-01-24T21:00:00Z;52.99;55.76;51.55;51.68;34.49;49.01
2021-01-24T22:00:00Z;39.88;53.93;45.92;51.62;29.1;48.88
2021-01-24T23:00:00Z;45.01;47.89;43.57;44.21;29.82;40.6
2021-01-25T00:00:00Z;20.07;46.62;18;38.02;26.32;32.07
2021-01-25T01:00:00Z;30.92;43.09;14.82;24.14;23.32;20.95
2021-01-25T02:00:00Z;10;43;1.5;19.98;25.98;1.06
2021-01-25T03:00:00Z;10;42.59;1.3;19.98;25.98;1.03
2021-01-25T04:00:00Z;23.06;42.2;19.96;25.06;26.32;1.03
2021-01-25T05:00:00Z;45.66;45.66;43.57;43.52;26.32;1.04
2021-01-25T06:00:00Z;61.95;61.95;51.42;60.49;27.76;1.07
2021-01-25T07:00:00Z;68;68;61.13;77.59;34.85;1.09
2021-01-25T08:00:00Z;60.77;60.77;61.15;79.19;35.08;1.1
2021-01-25T09:00:00Z;49.42;60;61.14;80.67;35.05;63.43
2021-01-25T10:00:00Z;44.05;47.7;61.15;77.01;34.98;60.55
2021-01-25T11:00:00Z;39.11;39.11;61.12;74.74;33.32;64.61
2021-01-25T12:00:00Z;39.99;39.99;61.11;71.22;34.45;61.1
2021-01-25T13:00:00Z;32.83;32.83;58.04;69.33;34.69;58.52
2021-01-25T14:00:00Z;40.11;40.11;58.04;67.7;34.72;58
2021-01-25T15:00:00Z;50;50;61.13;68.38;34.98;56.79
2021-01-25T16:00:00Z;57.07;57.07;64.69;71.35;35.31;63.5
2021-01-25T17:00:00Z;66.65;63;64.71;79.95;35.47;83.64
2021-01-25T18:00:00Z;69.97;68.26;64.7;80.57;35.1;83.99
2021-01-25T19:00:00Z;68.26;68.26;64.69;76;34.98;79.06
2021-01-25T20:00:00Z;62;62;61.12;66.04;34.62;62.11
2021-01-25T21:00:00Z;52.99;56;58.07;58;33.16;57.07
2021-01-25T22:00:00Z;46.97;55;55.49;53.34;29.82;51.05
2021-01-25T23:00:00Z;46.97;47.7;43.6;46.83;34.32;46.81
2021-01-26T00:00:00Z;56.61;57.71;43.59;45.61;27.72;45.94
2021-01-26T01:00:00Z;53.43;53.43;38.36;41.67;29.82;41.73
2021-01-26T02:00:00Z;49.5;53.08;38.39;41.5;26.32;39.87
2021-01-26T03:00:00Z;46.83;50.69;38.37;41.32;26.32;38.66
2021-01-26T04:00:00Z;46.83;46.83;38.36;42.3;26.32;40
2021-01-26T05:00:00Z;51.42;51.42;43.57;45.54;27.77;45.08
2021-01-26T06:00:00Z;64;64;60.04;57.47;30.54;53.29
2021-01-26T07:00:00Z;69.73;69.73;70.25;69.48;34.61;68.27
2021-01-26T08:00:00Z;68.72;68.72;70.27;76.25;35.56;76.74
2021-01-26T09:00:00Z;49.42;49.42;70.28;77.1;35.29;77.9
2021-01-26T10:00:00Z;39.99;39.99;70.28;72.21;35.13;72.3
2021-01-26T11:00:00Z;39.98;39.98;70.26;71.02;34.59;69.74
2021-01-26T12:00:00Z;28;28;68.49;68.15;34.68;64.65
2021-01-26T13:00:00Z;8;8;68.73;65.1;34.96;63.82
2021-01-26T14:00:00Z;28.14;28.14;65.68;63.99;35.03;62
2021-01-26T15:00:00Z;39.98;39.98;65.69;64.37;35.24;62.64
2021-01-26T16:00:00Z;49.42;50.85;68.72;68.48;35.52;66.06
2021-01-26T17:00:00Z;72.07;73.73;68.73;72;35.57;76.92
2021-01-26T18:00:00Z;82.04;82.04;68.73;70.4;35.09;77.62
2021-01-26T19:00:00Z;70.15;75.5;68.51;66.15;34.8;73.65
2021-01-26T20:00:00Z;54.31;67.17;67.51;61.05;34.46;74.57
2021-01-26T21:00:00Z;43;60.77;60.07;53;33.31;64.81
2021-01-26T22:00:00Z;47.91;55;55.09;50.96;29.43;57.02
2021-01-26T23:00:00Z;29.32;48.84;43.6;44.71;34.42;49.57
2021-01-27T00:00:00Z;1.98;51.72;38.64;46.23;28.88;40.67
2021-01-27T01:00:00Z;21.35;50.11;43.59;43.35;26.06;35.1
2021-01-27T02:00:00Z;12.25;47.8;43.57;40.24;26.02;31.3
2021-01-27T03:00:00Z;4.2;49.8;43.57;40.2;26.02;30.06
2021-01-27T04:00:00Z;19.43;48.56;43.6;40.24;26.02;33.72
2021-01-27T05:00:00Z;40.25;52.18;50.84;48.25;26.06;41.86
2021-01-27T06:00:00Z;60.6;60.6;58.17;55.3;26.06;55.08
2021-01-27T07:00:00Z;65.81;65.81;66.33;67.5;34.7;66.55
2021-01-27T08:00:00Z;66.06;66.06;66.36;71;35.48;72.82
2021-01-27T09:00:00Z;58;58;66.35;71;35.64;73.97
2021-01-27T10:00:00Z;54.34;54.34;66.34;69.98;36.02;73.02
2021-01-27T11:00:00Z;53.27;53.27;66.33;69.34;35.55;71.37
2021-01-27T12:00:00Z;49.75;49.75;65.86;67.48;35.89;68.23
2021-01-27T13:00:00Z;48.8;48.8;65.81;65.3;36.16;65.05
2021-01-27T14:00:00Z;48.01;53.27;64.29;64.99;36.15;62.97
2021-01-27T15:00:00Z;51.5;58;64.27;66.49;36.13;64.34
2021-01-27T16:00:00Z;49.35;65.9;65.82;68.49;36.39;67.91
2021-01-27T17:00:00Z;63.17;68.17;69.55;73.33;36.39;71.17
2021-01-27T18:00:00Z;59;70.48;76.65;71;35.86;72.03
2021-01-27T19:00:00Z;58.2;70.6;65.83;65.2;35.47;67.42
2021-01-27T20:00:00Z;56;65.73;62.78;62.64;35.27;61.06
2021-01-27T21:00:00Z;49.35;60.1;59.93;54.34;35.05;55.07
2021-01-27T22:00:00Z;49.35;55.86;58.16;53.94;34.78;53.03
2021-01-27T23:00:00Z;49.35;51.63;50.84;47.36;34.51;45.26
2021-01-28T00:00:00Z;47.51;60.14;41.29;44.91;34.81;45.11
2021-01-28T01:00:00Z;46.55;60.03;37.97;43.1;34.67;41.02
2021-01-28T02:00:00Z;47.51;58.41;35.43;41.41;32.46;39.35
2021-01-28T03:00:00Z;47.51;58.1;34.04;39.96;33.5;38.08
2021-01-28T04:00:00Z;48.05;57;36.95;41;34.62;40.33
2021-01-28T05:00:00Z;53.49;57;43.6;44.5;34.92;45.07
2021-01-28T06:00:00Z;62.17;62.17;58.81;51.54;35.36;46.43
2021-01-28T07:00:00Z;71;71;63.84;62.5;36.52;59.02
2021-01-28T08:00:00Z;73.17;73.17;63.85;65.61;37.34;67.05
2021-01-28T09:00:00Z;71.28;71.28;63.84;65.42;37.32;68.06
2021-01-28T10:00:00Z;70;70;63.84;64.05;37.48;65.9
2021-01-28T11:00:00Z;64;64;63.81;63.76;36.92;65.4
2021-01-28T12:00:00Z;60.74;60.74;61.3;62.78;37.02;64.01
2021-01-28T13:00:00Z;59.84;59.84;61.27;60.1;37.24;63.03
2021-01-28T14:00:00Z;61;61;61.29;58.7;37.32;62.38
2021-01-28T15:00:00Z;60.9;60.9;61.3;58.89;37.42;61.37
2021-01-28T16:00:00Z;64;64;61.27;61.45;37.75;61.96
2021-01-28T17:00:00Z;68.17;68.17;61.29;65.81;37.88;65.69
2021-01-28T18:00:00Z;75.01;65;61.29;66.42;37.3;67.08
2021-01-28T19:00:00Z;75;63.74;61.27;63;36.78;62.64
2021-01-28T20:00:00Z;60.03;60.03;61.26;58.1;36.34;57.06
2021-01-28T21:00:00Z;56;56;56.68;53.12;35.98;53.57
2021-01-28T22:00:00Z;51.02;51.02;51.57;51.27;35.51;49.04
2021-01-28T23:00:00Z;45.51;45.51;50.21;47.23;35.71;43.27
2021-01-29T00:00:00Z;42.71;42.71;43.59;43.89;35.54;44.29
2021-01-29T01:00:00Z;39.64;39.64;43.59;41.33;35.13;42.32
2021-01-29T02:00:00Z;35.41;35.41;43.14;39.04;34.76;41.06
2021-01-29T03:00:00Z;35.31;35.31;43.24;37.03;32.48;39.68
2021-01-29T04:00:00Z;36.43;36.43;43.58;38.07;32.48;38.67
2021-01-29T05:00:00Z;39.99;39.99;45.65;41.89;33.6;40.65
2021-01-29T06:00:00Z;57.35;57.35;53.9;49.17;34.87;46.43
2021-01-29T07:00:00Z;65.54;65.54;54.42;58.47;35.62;55.01
2021-01-29T08:00:00Z;73;73;54.45;65.34;35.84;62.27
2021-01-29T09:00:00Z;68;68;54.44;65.99;35.8;57.35
2021-01-29T10:00:00Z;63.51;63.51;56.73;65;35.8;54.87
2021-01-29T11:00:00Z;60.52;60.52;54.43;62.43;35.01;54.2
2021-01-29T12:00:00Z;60.52;60.52;53.94;57.4;34.72;51.75
2021-01-29T13:00:00Z;53.28;53.28;52.87;56.29;35.12;48.76
2021-01-29T14:00:00Z;51.21;51.21;52.87;53.93;35.06;46.63
2021-01-29T15:00:00Z;54.04;54.04;52.9;53.08;35.24;49.39
2021-01-29T16:00:00Z;59.9;59.9;53.9;57.7;35.41;52.75
2021-01-29T17:00:00Z;60.52;60.52;53.93;60.33;35.48;56.63
2021-01-29T18:00:00Z;61;61;53.94;60.21;35.01;57.65
2021-01-29T19:00:00Z;56.65;60.52;53.92;58;34.54;55.63
2021-01-29T20:00:00Z;53.6;59.46;51.36;52.44;34.72;50.81
2021-01-29T21:00:00Z;47.68;54;46.25;47.31;32.93;45.07
2021-01-29T22:00:00Z;42.56;47;44.69;45.3;30.7;43.91
2021-01-29T23:00:00Z;32.84;35.31;38.83;41.14;34.64;39.16
2021-01-30T00:00:00Z;42.02;42.02;43.57;38.7;30.38;42.15
2021-01-30T01:00:00Z;39;39;32.76;35.77;28.02;37.5
2021-01-30T02:00:00Z;28.71;28.71;29.77;34.71;26.56;35.61
2021-01-30T03:00:00Z;28.61;28.61;27.72;33.35;27.24;33.83
2021-01-30T04:00:00Z;27.8;27.8;28.01;32.94;26.56;34.33
2021-01-30T05:00:00Z;38.09;38.09;30.72;34.7;26.56;38.03
2021-01-30T06:00:00Z;46.55;47.98;43.6;37.45;26.17;41.07
2021-01-30T07:00:00Z;42.93;52.34;47.68;41.81;29.07;41.64
2021-01-30T08:00:00Z;47.68;56.09;52.81;47.02;29.14;49.21
2021-01-30T09:00:00Z;48.23;57.73;53.81;52.26;30.08;57.75
2021-01-30T10:00:00Z;53.65;57.81;53.8;54.14;33.63;58.05
2021-01-30T11:00:00Z;48.6;57.78;53.8;54.39;32.17;56.12
2021-01-30T12:00:00Z;47.94;48.03;52.79;52.94;34.84;53.07
2021-01-30T13:00:00Z;46.55;47.98;51.23;49.75;34.96;51.03
2021-01-30T14:00:00Z;47.68;47.99;51.23;48.23;35.13;48.09
2021-01-30T15:00:00Z;46.55;48.05;51.77;49.82;35.17;48.07
2021-01-30T16:00:00Z;50;50;54.82;53.53;35.48;52
2021-01-30T17:00:00Z;61;61;54.86;58.55;36.1;57.7
2021-01-30T18:00:00Z;65;65;54.86;59.55;36.03;58.49
2021-01-30T19:00:00Z;61.71;61.71;54.84;56.3;35.78;56.23
2021-01-30T20:00:00Z;61;61;54.82;50.96;35.53;51.09
2021-01-30T21:00:00Z;49.4;49.4;51.76;46.08;35.31;44.24
2021-01-30T22:00:00Z;47.4;47.4;47.68;44.58;35.05;45.31
2021-01-30T23:00:00Z;45.85;45.85;43.57;40.49;35.05;42.01
2021-01-31T00:00:00Z;48;42.08;43.58;40.75;35.1;38.99
2021-01-31T01:00:00Z;41.01;36.2;43.57;37.62;30.43;33.22
2021-01-31T02:00:00Z;32.36;32.36;33.76;35.98;29.23;30.99
2021-01-31T03:00:00Z;31.5;31.5;32.5;34.88;28.18;29.49
2021-01-31T04:00:00Z;24.15;24.15;32.9;36.1;28.18;30.05
2021-01-31T05:00:00Z;25;25;41.49;36.98;28.18;31.01
2021-01-31T06:00:00Z;31.32;31.32;42.94;36.77;29.23;33.8
2021-01-31T07:00:00Z;38.02;38.02;35.8;38.73;26.26;31.67
2021-01-31T08:00:00Z;43.22;43.22;43.93;42.45;26.26;36.18
2021-01-31T09:00:00Z;46.25;46.25;44.13;45.94;28.07;43.01
2021-01-31T10:00:00Z;48.95;48.95;46.42;47.27;30.25;45.02
2021-01-31T11:00:00Z;46.91;46.91;45.14;48.52;30.25;47.27
