DATETIME;GR;IT;BG;HU;TR;SR
2021-02-26T18:00:00Z;78.79;93.44;63.18;64.1;37.54;74.89
2021-02-26T19:00:00Z;77.02;90.15;63.16;60.93;37.16;71.52
2021-02-26T20:00:00Z;68.6;75;50.84;52.38;36.9;58.08
2021-02-26T21:00:00Z;62;62;48.84;46.8;36.61;51.06
2021-02-26T22:00:00Z;56.64;56.64;45.27;44.61;36.28;46.07
2021-02-26T23:00:00Z;54;54;43.56;40.24;35.74;43.41
2021-02-27T00:00:00Z;59.38;59.38;40;42.71;36.07;41.41
2021-02-27T01:00:00Z;53.94;53.94;38.94;39.18;35.76;39.21
2021-02-27T02:00:00Z;52.54;52.54;35.25;38.7;35.5;38.42
2021-02-27T03:00:00Z;50;50;34.93;38.8;35.48;36.07
2021-02-27T04:00:00Z;48.5;48.5;38.67;38.91;35.53;36.02
2021-02-27T05:00:00Z;50;50;40.4;38.58;35.66;37.06
2021-02-27T06:00:00Z;59.38;59.38;43.57;40.66;35.66;37.82
2021-02-27T07:00:00Z;60;60;43.98;46.22;35.87;41.56
2021-02-27T08:00:00Z;53.57;74.34;45.51;49.05;29.61;46.02
2021-02-27T09:00:00Z;52.54;59.5;44.02;49.05;29.61;44.92
2021-02-27T10:00:00Z;47.13;47.13;43.87;47.01;29.61;40.09
2021-02-27T11:00:00Z;44.07;44.07;43.56;43.58;29.61;36.75
2021-02-27T12:00:00Z;39.67;39.67;34.53;40.21;28.94;33.85
2021-02-27T13:00:00Z;36.85;36.85;32.99;37.44;28.47;31.65
2021-02-27T14:00:00Z;36.38;36.38;31.58;37;28.94;31.06
2021-02-27T15:00:00Z;43;43;33.16;38.24;29.61;32.81
2021-02-27T16:00:00Z;47.82;47.82;43.71;44.18;35.87;39.1
2021-02-27T17:00:00Z;55.38;55.38;50.97;54.23;36.91;44.96
2021-02-27T18:00:00Z;70.22;70.22;51.92;58.6;37.5;52.29
2021-02-27T19:00:00Z;73.22;73.22;51.02;56.78;37.35;51.26
2021-02-27T20:00:00Z;62.93;62;44.52;52.94;36.89;49.05
2021-02-27T21:00:00Z;52.54;50.9;43.89;48.21;36.44;44.06
2021-02-27T22:00:00Z;46.05;46.05;43.71;45.8;35.83;43.06
2021-02-27T23:00:00Z;42.9;42.9;43.57;42.2;35.5;39.12
2021-02-28T00:00:00Z;51;51;43.57;41.4;35.23;43.68
2021-02-28T01:00:00Z;44.72;44.72;40.6;38;35.35;38.91
2021-02-28T02:00:00Z;42.79;42.79;28.59;35.98;35.04;35.94
2021-02-28T03:00:00Z;40.1;40.1;30.1;34.81;27.22;31.69
2021-02-28T04:00:00Z;39.71;39.71;30.06;34.71;34.75;31.71
2021-02-28T05:00:00Z;33;39.8;23.7;34.67;34.72;32.35
2021-02-28T06:00:00Z;24.99;42.9;22.58;31.5;27.22;31.4
2021-02-28T07:00:00Z;2.58;41;7.62;34.98;27.22;31.08
2021-02-28T08:00:00Z;18.55;41.94;12;35.72;5.59;31.09
2021-02-28T09:00:00Z;25.01;40.12;18.99;32.99;16.58;32.04
2021-02-28T10:00:00Z;38.9;38.9;17.99;31.95;24.49;35
2021-02-28T11:00:00Z;37;38.77;20.99;33.04;22.93;33
2021-02-28T12:00:00Z;33.3;36;20.86;30.57;25.77;31.02
2021-02-28T13:00:00Z;26.23;26.23;20.7;28.5;25.82;31.02
2021-02-28T14:00:00Z;25.7;25.7;20.98;28.93;25.77;30.3
2021-02-28T15:00:00Z;29.68;29.68;30.21;32.74;25.64;32.27
2021-02-28T16:00:00Z;43.61;43.61;42.58;37.55;34.86;38.05
2021-02-28T17:00:00Z;49.2;49.2;51.04;51.03;35.23;50.09
2021-02-28T18:00:00Z;61.84;56;54.23;62;36.07;57.1
2021-02-28T19:00:00Z;61.84;59.28;54.2;64.3;36.03;57.95
2021-02-28T20:00:00Z;61.9;56;51.01;60.17;35.7;55
2021-02-28T21:00:00Z;52;52;51.14;52;35.44;49.09
2021-02-28T22:00:00Z;49.06;49.06;52.18;49.75;35.04;50.21
2021-02-28T23:00:00Z;43.61;43.61;43.57;46.5;34.55;45.8
2021-03-01T00:00:00Z;42.5;42.5;42.81;45.93;27.08;45.47
2021-03-01T01:00:00Z;40.96;40.96;40.15;44;25.73;43.05
2021-03-01T02:00:00Z;41;41;35.56;43.22;25.72;42.45
2021-03-01T03:00:00Z;40.95;40.95;39.27;42.7;25.72;41.03
2021-03-01T04:00:00Z;40.8;40.8;40.58;43.26;27.08;41.99
2021-03-01T05:00:00Z;51.16;44.94;50.83;47.5;34.79;46.01
2021-03-01T06:00:00Z;57.61;57.61;52.36;59.13;34.83;54.05
2021-03-01T07:00:00Z;68.06;65.09;60.44;67.36;36.03;61.36
2021-03-01T08:00:00Z;67.35;67.35;60.46;66.77;36.49;65.44
2021-03-01T09:00:00Z;59.17;59.16;53.43;60.25;36.53;61.06
2021-03-01T10:00:00Z;55.49;55.49;52.37;52.78;36.61;55.03
2021-03-01T11:00:00Z;53.01;53.01;52.89;48.09;35.9;50.88
2021-03-01T12:00:00Z;49.88;49.88;52.39;45.9;35.92;47.42
2021-03-01T13:00:00Z;49.88;49.88;51.37;43.25;36.05;46.81
2021-03-01T14:00:00Z;53.93;53.93;51.34;43;35.79;46.61
2021-03-01T15:00:00Z;56.6;56.6;49.7;45.92;35.64;49.53
2021-03-01T16:00:00Z;60;60;52.39;51.1;36.07;56.03
2021-03-01T17:00:00Z;66.25;66.25;64.42;61.06;36.32;65.32
2021-03-01T18:00:00Z;75;75;64.65;71.6;36.27;75.22
2021-03-01T19:00:00Z;75.17;75.17;64.64;68.06;35.72;73.58
2021-03-01T20:00:00Z;66.25;66.25;52.92;61;35.54;59.09
2021-03-01T21:00:00Z;56.33;58.55;48.69;53.35;35.06;53.24
2021-03-01T22:00:00Z;55.31;55.31;46.16;53;32.56;57.09
2021-03-01T23:00:00Z;49.01;49.01;41.66;47.6;34.55;50.06
2021-03-02T00:00:00Z;52.94;54.61;43.56;45.01;34.76;49.67
2021-03-02T01:00:00Z;51.3;53.13;42.16;44.1;29.63;48.53
2021-03-02T02:00:00Z;51.9;52.56;38.77;42.68;27.08;47.35
2021-03-02T03:00:00Z;50.72;52.98;39.45;41.95;25.72;43.56
2021-03-02T04:00:00Z;50.72;52.56;41.9;43.6;27.08;44.52
2021-03-02T05:00:00Z;53.34;55.11;43.6;48.05;29.64;51.95
2021-03-02T06:00:00Z;63;63;51.85;59.77;30.53;54.95
2021-03-02T07:00:00Z;61.16;67.84;62.57;68.49;35.64;40.08
2021-03-02T08:00:00Z;61.43;74.25;61.87;67.75;35.67;65.91
2021-03-02T09:00:00Z;59.17;60;56.68;59.08;35.49;61
2021-03-02T10:00:00Z;51.9;55.84;51.61;52.6;35.51;51.65
2021-03-02T11:00:00Z;53.34;53.61;48.05;45.2;35.02;46.9
2021-03-02T12:00:00Z;50.7;50.69;46.01;44.8;35.23;46.17
2021-03-02T13:00:00Z;48.48;48.48;44.46;43.41;35.5;42.42
2021-03-02T14:00:00Z;51.45;51.45;45.98;42.5;35.44;43.12
2021-03-02T15:00:00Z;53.34;55.84;46.51;45;35.5;48.45
2021-03-02T16:00:00Z;58.99;60.14;51.38;50.45;35.79;52.15
2021-03-02T17:00:00Z;60.95;69.84;56.6;62.89;35.87;60.07
2021-03-02T18:00:00Z;74.44;86.5;73.63;75.31;36.11;70.34
2021-03-02T19:00:00Z;80.69;88.79;68.25;72.59;35.5;69.05
2021-03-02T20:00:00Z;69.6;77.53;55.44;63.1;35.22;56.09
2021-03-02T21:00:00Z;51.9;65;52.11;56.13;35.21;53.22
2021-03-02T22:00:00Z;53.34;58.82;48.02;53.4;34.81;51.46
2021-03-02T23:00:00Z;45.78;56.61;43.58;48.58;35.09;50.81
2021-03-03T00:00:00Z;45.35;55.77;43.58;46;31.23;47.02
2021-03-03T01:00:00Z;39.58;55.77;33.1;44.41;30.56;45.07
2021-03-03T02:00:00Z;33;54.46;33.36;44.4;29.99;44
2021-03-03T03:00:00Z;30;52.93;32.6;43.94;29.75;43.08
2021-03-03T04:00:00Z;31.21;53;39;44.8;29.99;43.54
2021-03-03T05:00:00Z;46.02;55.77;43.16;49.06;35.28;47.65
2021-03-03T06:00:00Z;51.77;63.76;46.06;58;35.35;53.87
2021-03-03T07:00:00Z;59.48;75;46.03;67.05;36.35;60.48
2021-03-03T08:00:00Z;53.21;79;45.01;66.09;36.42;64.75
2021-03-03T09:00:00Z;48;61;31.04;55.9;36.31;54.86
2021-03-03T10:00:00Z;42.71;55.9;26.9;48.46;36.12;51.66
2021-03-03T11:00:00Z;34.12;54.57;7.67;43.05;34.64;48.03
2021-03-03T12:00:00Z;32.61;52.8;7.65;42.53;33.68;45.06
2021-03-03T13:00:00Z;46.05;51.08;25.11;42.1;35.31;46.05
2021-03-03T14:00:00Z;50.59;52.93;26.43;42.42;35.27;43.96
2021-03-03T15:00:00Z;50.59;58;40.51;45.5;35.44;47.27
2021-03-03T16:00:00Z;51.94;61.13;50.18;52.93;35.94;54.07
2021-03-03T17:00:00Z;58.67;70.24;55.5;60.93;36.34;62.01
2021-03-03T18:00:00Z;61.9;85.24;73.66;79.53;36.59;81.59
2021-03-03T19:00:00Z;82.4;94.3;72.64;76.11;36.16;75.08
2021-03-03T20:00:00Z;61.2;80;51.45;62.51;35.78;58.08
2021-03-03T21:00:00Z;61.2;62;48.79;52.64;35.64;50.08
2021-03-03T22:00:00Z;56;56;45.04;49.5;35.21;48.51
2021-03-03T23:00:00Z;53.44;53.44;43.56;44.52;35.17;46.42
2021-03-04T00:00:00Z;53.25;55;43.59;44.42;35.59;49.1
2021-03-04T01:00:00Z;51.44;51.44;43.59;42.44;35.45;45.35
2021-03-04T02:00:00Z;49.86;49.86;44.61;41.03;35.32;44.03
2021-03-04T03:00:00Z;51.11;51.11;36.98;40.94;34.14;42.92
2021-03-04T04:00:00Z;50.26;50.26;43.58;40.9;35.39;44.36
2021-03-04T05:00:00Z;54.01;54.01;44.01;51;35.74;55.03
2021-03-04T06:00:00Z;65.5;74.46;51.27;53.5;36.08;54.99
2021-03-04T07:00:00Z;77;77;58.82;60;37.06;59.87
2021-03-04T08:00:00Z;73.76;79;58.83;61.73;37.34;62.62
2021-03-04T09:00:00Z;61.36;67.13;53.25;57.36;37.29;56.26
2021-03-04T10:00:00Z;51.77;60.05;51.16;53.6;37.47;49.05
2021-03-04T11:00:00Z;51.77;56.45;47.9;51.91;36.72;44.89
2021-03-04T12:00:00Z;53.25;55;45.5;50.41;36.89;49.03
2021-03-04T13:00:00Z;51.77;51.77;45.03;49.27;37.06;46.68
2021-03-04T14:00:00Z;53.23;53.23;44.53;48.2;37.05;45.5
2021-03-04T15:00:00Z;53.25;54.91;45.01;50.01;37.41;43.96
2021-03-04T16:00:00Z;58.05;58.05;51.27;53.4;38.05;48.05
2021-03-04T17:00:00Z;66;66;51.48;57.22;38.26;52.68
2021-03-04T18:00:00Z;73.91;85.75;63.93;67.91;38.5;68.03
2021-03-04T19:00:00Z;83.74;88.1;56.2;65.98;37.93;64.52
2021-03-04T20:00:00Z;75;75;51.24;58.12;37.32;57.07
2021-03-04T21:00:00Z;57.18;57.18;51.13;51.98;36.78;49.45
2021-03-04T22:00:00Z;53.2;53.2;45.03;48.23;36.39;46.03
2021-03-04T23:00:00Z;51.1;51.1;43.59;44.83;35.72;44.81
2021-03-05T00:00:00Z;50.33;50.33;43.59;45.95;35.83;47.46
2021-03-05T01:00:00Z;46.54;46.54;43.59;44.36;35.49;46.95
2021-03-05T02:00:00Z;45.7;45.7;47.68;43.13;35.35;45.09
2021-03-05T03:00:00Z;44.8;44.8;43.61;42.05;35.41;43.29
2021-03-05T04:00:00Z;44.67;44.67;43.58;42.68;35.49;43.64
2021-03-05T05:00:00Z;47;47;43.6;46.01;35.71;45.54
2021-03-05T06:00:00Z;52.94;57.31;50.95;55.12;35.86;50.03
2021-03-05T07:00:00Z;52.94;65.53;51.69;62.89;36.48;52.64
2021-03-05T08:00:00Z;51.51;73.45;61.89;65.71;36.47;64.81
2021-03-05T09:00:00Z;50.33;65.18;51.65;62.2;36.34;54.03
2021-03-05T10:00:00Z;43.25;59;51.05;57.27;36.22;43.25
2021-03-05T11:00:00Z;50.33;56.22;44.27;54.12;35.25;41.44
2021-03-05T12:00:00Z;50.33;53.97;44;51.26;30.01;36.33
2021-03-05T13:00:00Z;38.01;52.6;43.75;48.51;35.16;36.24
2021-03-05T14:00:00Z;38.8;54.03;43.73;47.43;35.12;38.6
2021-03-05T15:00:00Z;50.33;55.69;44.01;48.6;35.23;33.05
2021-03-05T16:00:00Z;47.5;58;52.15;52.9;35.88;42.22
2021-03-05T17:00:00Z;55.6;62;52.17;58.7;36.14;56.1
2021-03-05T18:00:00Z;58;73.44;62.92;67.08;36.47;66.26
2021-03-05T19:00:00Z;79.1;80;51.14;68.3;36.09;64.03
2021-03-05T20:00:00Z;68;68;44.26;61.72;35.72;50.05
2021-03-05T21:00:00Z;52.94;57;44.26;55.42;35.33;47.16
2021-03-05T22:00:00Z;53.15;53.15;44.26;51.59;32.7;44.8
2021-03-05T23:00:00Z;50.4;50.4;43.58;47.25;34.42;47.03
2021-03-06T00:00:00Z;50.31;60.54;50.84;48.3;34.71;46.32
2021-03-06T01:00:00Z;50.31;56;48.29;44.98;29.19;45.04
2021-03-06T02:00:00Z;46.5;54.78;45.17;43.53;27.85;43.21
2021-03-06T03:00:00Z;45.95;53.22;44.06;41.65;26.2;40.5
2021-03-06T04:00:00Z;45.56;53.15;44.93;41.13;27.96;40.06
2021-03-06T05:00:00Z;51.49;53.15;47.01;42.31;34.59;40.17
2021-03-06T06:00:00Z;50.31;59;44.19;44.56;28.31;42.06
2021-03-06T07:00:00Z;51.49;58;44.23;47.21;34.87;44.21
2021-03-06T08:00:00Z;52.12;65;44.45;47.82;34.83;45.66
2021-03-06T09:00:00Z;51.49;58.79;44.21;46;34.92;46.19
2021-03-06T10:00:00Z;51.49;56.92;43.71;42;35.05;43.07
2021-03-06T11:00:00Z;51.49;53.15;43.68;38.8;34.66;39.61
2021-03-06T12:00:00Z;50.11;50.11;32.01;37.51;34.8;38.07
2021-03-06T13:00:00Z;46.58;46.58;30.19;35.96;34.94;38.02
2021-03-06T14:00:00Z;47.47;47.47;34.8;35.82;34.82;37.68
2021-03-06T15:00:00Z;49.89;49.89;43.67;39.13;34.81;40.04
2021-03-06T16:00:00Z;52.91;52.91;43.95;43.33;35.28;45.15
2021-03-06T17:00:00Z;55.2;55.2;51.26;52.87;35.68;49.2
2021-03-06T18:00:00Z;66;66;60.8;69.79;36.15;59.27
2021-03-06T19:00:00Z;71.99;71.99;63.46;69.11;36.06;60.98
2021-03-06T20:00:00Z;65.2;65.2;51.28;56.45;35.65;58.62
2021-03-06T21:00:00Z;53.31;53.31;50.94;50.66;35.35;49.43
2021-03-06T22:00:00Z;52.1;52.1;44.19;48.98;34.81;46.51
2021-03-06T23:00:00Z;48.63;48.63;42.58;43.8;34.47;44.1
2021-03-07T00:00:00Z;50.24;56;38.16;51.92;34.96;44.96
2021-03-07T01:00:00Z;39;50;32.15;48.46;34.63;43.6
2021-03-07T02:00:00Z;37.3;48.07;27.69;45.44;27.01;42.66
2021-03-07T03:00:00Z;33;48.5;23.72;41.98;29.23;40.96
2021-03-07T04:00:00Z;33;48.28;30.84;41.95;28.35;40.34
2021-03-07T05:00:00Z;34.44;50;34.51;44.92;34.58;42.25
2021-03-07T06:00:00Z;33.1;53.5;30.04;38.52;33.47;41.21
2021-03-07T07:00:00Z;33.04;49.84;26.94;38.44;34.58;40.06
2021-03-07T08:00:00Z;34.42;48;28.59;38.39;25.6;39.45
2021-03-07T09:00:00Z;49.08;49.08;31.93;38.92;26.56;42.02
2021-03-07T10:00:00Z;51.42;52;31.15;37.13;27.01;41.36
2021-03-07T11:00:00Z;52.02;52.02;31.2;37.11;32.25;39.09
2021-03-07T12:00:00Z;53.15;53.15;31.91;36;27.55;38.91
2021-03-07T13:00:00Z;50.24;50.24;30.01;34.2;34.67;37.09
2021-03-07T14:00:00Z;51.42;51.42;31.35;35;30.12;36.77
2021-03-07T15:00:00Z;53.76;53.76;37.06;37.28;34.7;39.68
2021-03-07T16:00:00Z;57.75;57.75;43.68;41.5;35.35;40.71
2021-03-07T17:00:00Z;59.16;59.16;49.93;51.32;36.05;49.08
2021-03-07T18:00:00Z;65.2;65.2;54.72;63.93;36.82;58.1
2021-03-07T19:00:00Z;65.2;65.2;54.72;67.45;36.8;63
2021-03-07T20:00:00Z;68;68;51.05;57.5;36.5;56.17
2021-03-07T21:00:00Z;61.64;61.64;50.97;53.23;36.31;49.13
2021-03-07T22:00:00Z;56;56;50.94;52.32;35.95;47.75
2021-03-07T23:00:00Z;53.15;53.15;43.59;48;34.81;42.72
2021-03-08T00:00:00Z;47.3;0;43.6;47;35.1;49.4
2021-03-08T01:00:00Z;45.5;0;49.11;45.7;34.72;47.62
2021-03-08T02:00:00Z;45;0;48.79;45.01;34.48;46.47
2021-03-08T03:00:00Z;43.02;0;49.84;45.01;33.49;46.7
2021-03-08T04:00:00Z;45;0;47.4;45.03;34.69;47.2
2021-03-08T05:00:00Z;50.06;0;43.61;53.72;35.06;52.53
2021-03-08T06:00:00Z;63.92;0;56.51;61.7;35.45;60.01
2021-03-08T07:00:00Z;79.27;0;76.19;75.98;36.86;70.04
2021-03-08T08:00:00Z;86.66;0;76.2;75.4;37.53;76.83
2021-03-08T09:00:00Z;67.9;0;72.41;69.34;37.37;65.08
2021-03-08T10:00:00Z;59.34;0;64.47;61.4;37.34;57.99
2021-03-08T11:00:00Z;56.41;0;58.41;58.41;36.38;54.75
2021-03-08T12:00:00Z;56.55;0;56.53;57.51;36.35;54.03
2021-03-08T13:00:00Z;52.99;0;56.51;56.35;36.5;52.07
2021-03-08T14:00:00Z;58.16;0;56.5;56.35;36.54;52.08
2021-03-08T15:00:00Z;60.5;0;59.97;60.09;36.81;53.08
2021-03-08T16:00:00Z;62.62;0;62.87;64.24;37.51;57.28
2021-03-08T17:00:00Z;70.91;0;69.58;75.14;37.9;65.03
2021-03-08T18:00:00Z;110.6;0;95;92.56;40.35;81.57
2021-03-08T19:00:00Z;97.03;0;93.92;93.92;38.1;84.95
2021-03-08T20:00:00Z;80;0;78.84;76.6;37.44;66.78
2021-03-08T21:00:00Z;60.61;0;56.68;63.43;37.07;57.09
2021-03-08T22:00:00Z;57.93;0;54.5;59.66;36.51;54.63
2021-03-08T23:00:00Z;56;0;50.86;54.4;35.77;48.35
2021-03-09T00:00:00Z;80.05;80.05;50.85;52.98;35.71;53.79
2021-03-09T01:00:00Z;68.61;68.61;50.83;49.54;35.47;50.28
2021-03-09T02:00:00Z;61.13;61.13;50.83;46.14;35.28;46.58
2021-03-09T03:00:00Z;60.44;60.44;50.29;44.87;35.16;45.1
2021-03-09T04:00:00Z;59.08;59.08;50.83;46.87;35.25;45.99
2021-03-09T05:00:00Z;60;60;43.61;51.83;35.5;50.95
2021-03-09T06:00:00Z;68.09;68.09;57.82;62.6;35.69;61.32
2021-03-09T07:00:00Z;73.4;73.4;71.59;73.98;36.78;72.09
2021-03-09T08:00:00Z;81.09;81.35;71.62;78;37.31;77.65
2021-03-09T09:00:00Z;72.55;72.55;62.86;69;37.25;67.54
2021-03-09T10:00:00Z;63.02;63.02;57.28;60.94;37.43;60.03
2021-03-09T11:00:00Z;59.7;59.7;55.07;60;36.54;58.03
2021-03-09T12:00:00Z;57.94;57.94;54.48;58.58;36.6;58.39
2021-03-09T13:00:00Z;56.47;56.47;54.23;57.91;36.78;58.41
2021-03-09T14:00:00Z;56.49;56.49;55.24;58.65;36.65;58.1
2021-03-09T15:00:00Z;57.96;57.96;57.78;59.91;36.58;59.01
2021-03-09T16:00:00Z;59.94;59.94;56.23;62.4;36.89;60.99
2021-03-09T17:00:00Z;66;66;62.16;71;36.97;65.03
2021-03-09T18:00:00Z;90.16;90.16;81.32;97.91;37.16;88.01
2021-03-09T19:00:00Z;93.3;93.3;81.32;96.48;36.89;88.09
2021-03-09T20:00:00Z;70;70;61.48;71.47;36.43;63.05
2021-03-09T21:00:00Z;61.7;61.7;57.81;60.21;36.22;54.93
2021-03-09T22:00:00Z;58.3;58.3;56.02;57.13;35.7;52.33
2021-03-09T23:00:00Z;56;56;50.84;54.08;35.31;51.74
2021-03-10T00:00:00Z;54.93;55.57;50.87;50.93;35.41;54.05
2021-03-10T01:00:00Z;50.62;53.05;50.87;48.17;35.16;50.57
2021-03-10T02:00:00Z;50.03;50.03;50.84;47.64;35.25;50
2021-03-10T03:00:00Z;49.04;49.04;50.82;46.99;35.24;46.5
2021-03-10T04:00:00Z;49;49;50.84;47.57;35.29;48.77
2021-03-10T05:00:00Z;53.08;53.08;50.86;50.67;35.56;50.54
2021-03-10T06:00:00Z;58.9;58.9;56.88;59.02;35.84;58.25
2021-03-10T07:00:00Z;69.9;69.9;72.08;68.5;36.85;65.34
2021-03-10T08:00:00Z;68.08;68.08;75.25;67.99;37.45;65.06
2021-03-10T09:00:00Z;61.6;61.6;57.54;61;37.48;60.22
2021-03-10T10:00:00Z;55.97;55.97;51.74;54.5;37.44;54.75
2021-03-10T11:00:00Z;50.62;50.62;51.72;53.01;36.79;52.61
2021-03-10T12:00:00Z;49.43;48.15;51.61;51.14;36.83;50.63
2021-03-10T13:00:00Z;46.35;46.35;51.52;49.39;37.14;48.82
2021-03-10T14:00:00Z;43.5;43.5;51.53;50.66;37.12;49.44
2021-03-10T15:00:00Z;46.99;46.99;51.44;51.96;37.19;47.86
2021-03-10T16:00:00Z;48.44;48.44;51.61;53.78;37.4;52.22
2021-03-10T17:00:00Z;57.71;57.71;51.7;55.09;37.38;54.08
2021-03-10T18:00:00Z;60.93;60.93;63.51;65;38.8;60.33
2021-03-10T19:00:00Z;62.89;62.89;57.8;65;37.39;59.16
2021-03-10T20:00:00Z;58.94;58.94;51.61;58;36.93;50.02
2021-03-10T21:00:00Z;55.35;55.35;51.52;54.5;36.49;47.39
2021-03-10T22:00:00Z;51.9;51.9;51.41;52.37;35.82;47.14
2021-03-10T23:00:00Z;39;48.05;50.5;45.22;35.82;42.19
2021-03-11T00:00:00Z;34.77;49.77;38.03;38.57;35.66;38.58
2021-03-11T01:00:00Z;36.5;48.35;30.5;39.02;35.31;37.07
2021-03-11T02:00:00Z;45.14;50;29.99;39.3;35.12;35.04
2021-03-11T03:00:00Z;40.83;50.08;28.66;38.85;34.98;33
2021-03-11T04:00:00Z;48.96;50.57;30.41;41.97;35;39.01
2021-03-11T05:00:00Z;50.64;54.62;50.83;48.06;35.03;41.08
2021-03-11T06:00:00Z;61.38;62.95;53.99;58;35.26;52.29
2021-03-11T07:00:00Z;63.41;63.41;54.46;60.43;36.5;52.8
2021-03-11T08:00:00Z;55;70;55.75;58.75;37.13;56.85
2021-03-11T09:00:00Z;53.14;62.97;53.94;57.8;37.12;51.27
2021-03-11T10:00:00Z;53.14;58.91;53.98;55.42;37.26;52
2021-03-11T11:00:00Z;53.14;58;53.95;56.91;36.19;51.04
2021-03-11T12:00:00Z;53.14;56.45;52.15;57.41;36.3;52.15
2021-03-11T13:00:00Z;50.64;51;51.93;57.01;36.6;52.89
2021-03-11T14:00:00Z;54.2;56.34;53.95;58;36.42;51.06
2021-03-11T15:00:00Z;60;60;54.45;59.5;36.33;53.66
2021-03-11T16:00:00Z;60.95;63.41;58.35;60.54;36.14;59.32
2021-03-11T17:00:00Z;67.37;73.36;58.63;63.42;35.87;60.4
2021-03-11T18:00:00Z;82.09;87.78;79.05;71.99;36.16;64.83
2021-03-11T19:00:00Z;83.49;87.78;77.69;72.98;35.86;64.61
2021-03-11T20:00:00Z;74.2;74.2;58.59;68.15;35.31;58.8
2021-03-11T21:00:00Z;62.95;62.95;55.04;60.49;34.97;59.94
2021-03-11T22:00:00Z;59.12;59.12;54.48;58.68;34.49;54.9
2021-03-11T23:00:00Z;53.91;53.91;50.85;50.77;34.21;52.9
2021-03-12T00:00:00Z;55;55;59.42;53.53;34.44;51.34
2021-03-12T01:00:00Z;51.56;51.56;53.96;49.86;33.22;46.23
2021-03-12T02:00:00Z;50.83;50.83;50.87;47.39;31.78;45.06
2021-03-12T03:00:00Z;50.15;50.15;50.86;46;31.78;46.03
2021-03-12T04:00:00Z;50.1;50.1;50.85;46.03;34.49;43.75
2021-03-12T05:00:00Z;55.41;55.41;50.85;52.92;34.86;52.06
2021-03-12T06:00:00Z;59.27;59.27;57.81;59.92;35.14;58.08
2021-03-12T07:00:00Z;95.35;72.74;79.96;74.39;36.34;73.75
2021-03-12T08:00:00Z;73.35;73.35;66.51;66.58;37.07;67.62
2021-03-12T09:00:00Z;65.74;65.74;57.82;58.74;37.07;59.16
2021-03-12T10:00:00Z;57.91;57.91;54.71;51.9;37.23;50.08
2021-03-12T11:00:00Z;51;51;53.72;51.5;36.29;47.64
2021-03-12T12:00:00Z;50.79;50.79;53.21;51.16;35.97;46.12
2021-03-12T13:00:00Z;49.61;49.61;53.19;51.03;36.76;46.31
2021-03-12T14:00:00Z;51.66;51.66;53.69;51.16;36.88;45.27
2021-03-12T15:00:00Z;58.09;58.09;53.74;53.15;37.03;49.02
2021-03-12T16:00:00Z;60.48;62;57.8;60.71;37.56;58.9
2021-03-12T17:00:00Z;64.74;64.74;59.4;66;42.94;60.01
2021-03-12T18:00:00Z;74.26;74.26;89;85.22;55.36;66.64
2021-03-12T19:00:00Z;77.78;77.78;70.25;77.08;46.02;70.65
2021-03-12T20:00:00Z;66.79;66.79;63.95;69;37.78;65
2021-03-12T21:00:00Z;60.48;60.48;55.23;61.06;37.42;59.07
2021-03-12T22:00:00Z;55;55;54.92;60.18;36.95;56.18
2021-03-12T23:00:00Z;50.33;50.33;50.86;56;37.11;52.21
2021-03-13T00:00:00Z;55.11;55.11;62.92;57.02;36.84;52.79
2021-03-13T01:00:00Z;55;55;50.87;56.05;36.56;53.01
2021-03-13T02:00:00Z;51.28;51.28;50.86;53.41;36.36;51.59
2021-03-13T03:00:00Z;51.28;51.28;50.86;52.52;36.31;49.91
2021-03-13T04:00:00Z;51.76;51.76;50.86;53.32;36.42;49.96
2021-03-13T05:00:00Z;52.8;52.8;50.85;56.8;36.53;51.99
2021-03-13T06:00:00Z;58.09;58.09;51.16;57.96;36.57;56.82
2021-03-13T07:00:00Z;60;60;51.9;61.38;36.91;63.35
2021-03-13T08:00:00Z;60;60;51.9;60.19;37.01;64.59
2021-03-13T09:00:00Z;52.45;60;51.25;57.95;36.68;54.08
2021-03-13T10:00:00Z;51.04;60;51.43;56.34;36.61;44.56
2021-03-13T11:00:00Z;51.04;57.82;51.15;55.32;35.95;48.02
2021-03-13T12:00:00Z;51.04;51.28;49.13;51;35.95;43.68
2021-03-13T13:00:00Z;44.9;44.9;47.08;46.83;35.93;41.08
2021-03-13T14:00:00Z;48.89;48.89;47.08;45.85;35.94;42.39
2021-03-13T15:00:00Z;51.28;51.28;49.09;49.66;36.32;46.06
2021-03-13T16:00:00Z;57;57;51.67;51.83;37.14;52.02
2021-03-13T17:00:00Z;59.6;59.6;52.7;49.9;37.91;49.97
2021-03-13T18:00:00Z;66.98;66.98;63.96;69.84;40.45;64.95
2021-03-13T19:00:00Z;70.87;70.87;65.07;68.98;38.11;67.07
2021-03-13T20:00:00Z;63.48;63.48;58.81;62.15;37.7;59.97
2021-03-13T21:00:00Z;58.11;58.11;51.66;52.14;37.37;54.41
2021-03-13T22:00:00Z;52.45;52.45;51.4;51.22;37;51.02
2021-03-13T23:00:00Z;45.02;45.02;50.82;49.04;36.19;48.81
2021-03-14T00:00:00Z;58.73;47.52;47.8;48.23;36.04;46.7
2021-03-14T01:00:00Z;51.98;44.6;47.92;42.78;35.72;41.04
